stop_id,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
00054,Bramalea GO Station At Steeles Ave,43.702648,-79.690269,32,http://www.gotransit.com/publicroot/en/station/station.aspx?station=BLGO,,
00060,Langstaff GO Station South At Langstaff R,43.836460,-79.420250,60,http://www.gotransit.com/publicroot/en/station/station.aspx?station=LNGO,,
00061,Langstaff GO Station South At Langstaff R,43.836624,-79.420235,60,http://www.gotransit.com/publicroot/en/station/station.aspx?station=LNGO,,
00062,Richmond Hill GO Station At Newkirk,43.875824,-79.426147,61,http://www.gotransit.com/publicroot/en/station/station.aspx?station=RHGO,,
00063,Yonge St At Savage Rd,44.026447,-79.473610,64,http://www.gotransit.com/publicroot/en/station/station.aspx?station=YSAV,,
00064,Yonge St At Savage Rd,44.032627,-79.475014,64,http://www.gotransit.com/publicroot/en/station/station.aspx?station=YSAV,,
00065,Yonge St At Orchard Heights Blvd,44.008392,-79.469894,63,http://www.gotransit.com/publicroot/en/station/station.aspx?station=YORC,,
00066,Yonge St At Batson Dr,44.008839,-79.469650,63,http://www.gotransit.com/publicroot/en/station/station.aspx?station=YORC,,
00067,Yonge St At Wellington St,44.000553,-79.467949,63,http://www.gotransit.com/publicroot/en/station/station.aspx?station=YWEL,,
00068,Yonge St At Wellington St,44.000122,-79.467529,63,http://www.gotransit.com/publicroot/en/station/station.aspx?station=YWEL,,
00073,Yonge St At Steeles Ave,43.798222,-79.420280,60,http://www.gotransit.com/publicroot/en/station/station.aspx?station=YSTL,,
00074,Yonge St At Steeles Ave,43.798634,-79.420090,05,http://www.gotransit.com/publicroot/en/station/station.aspx?station=YSTL,,
00075,Yonge St At Finch Ave,43.779854,-79.415726,05,http://www.gotransit.com/publicroot/en/station/station.aspx?station=YFIN,,
00079,Yonge St At 5150 Yonge St,43.768101,-79.412857,05,http://www.gotransit.com/publicroot/en/station/station.aspx?station=YNYK,,
00081,Aurora GO Station At Wellington St East,44.001072,-79.459671,63,http://www.gotransit.com/publicroot/en/station/station.aspx?station=AUGO,,
00083,Yonge St At Mount Albert Rd,44.095272,-79.489967,65,http://www.gotransit.com/publicroot/en/station/station.aspx?station=HLDG,,
00084,Yonge St At Queen St,44.095165,-79.490135,65,http://www.gotransit.com/publicroot/en/station/station.aspx?station=HLDG,,
00087,Hwy 11 At Killarney,44.251431,-79.600792,67,http://www.gotransit.com/publicroot/en/station/station.aspx?station=CHIL,,
00088,Hwy 11 At 4th Line,44.251675,-79.601036,67,http://www.gotransit.com/publicroot/en/station/station.aspx?station=CHIL,,
00090,Hwy 11 At Victoria St,44.324181,-79.619148,68,http://www.gotransit.com/publicroot/en/station/station.aspx?station=STRD,,
00091,Hwy 11 At Victoria St,44.324497,-79.619423,68,http://www.gotransit.com/publicroot/en/station/station.aspx?station=STRD,,
00092,Hwy 11 At Mapleview Dr,44.348160,-79.627022,68,http://www.gotransit.com/publicroot/en/station/station.aspx?station=PSWK,,
00093,Hwy 11 At Mapleview Dr,44.348610,-79.627708,68,http://www.gotransit.com/publicroot/en/station/station.aspx?station=PSWK,,
00096,Barrie GO Bus Terminal At Maple Ave,44.387882,-79.690926,69,http://www.gotransit.com/publicroot/en/station/station.aspx?station=BARI,,
00097,Newmarket GO Station At Davis Dr,44.059406,-79.459145,64,http://www.gotransit.com/publicroot/en/station/station.aspx?station=NMGO,,
00098,Leslie St At Mount Albert Rd,44.102077,-79.441093,45,http://www.gotransit.com/publicroot/en/station/station.aspx?station=SHRN,,
00099,Leslie St At Mount Albert Rd,44.106255,-79.442299,45,http://www.gotransit.com/publicroot/en/station/station.aspx?station=SHRN,,
00100,Leslie St At Queensville Sdrd,44.138470,-79.450409,45,http://www.gotransit.com/publicroot/en/station/station.aspx?station=QVIL,,
00101,Leslie St At Queensville Sdrd,44.138428,-79.450577,45,http://www.gotransit.com/publicroot/en/station/station.aspx?station=QVIL,,
00102,Simcoe Ave At Queensway,44.242191,-79.472755,46,http://www.gotransit.com/publicroot/en/station/station.aspx?station=KESW,,
00103,Simcoe Ave At Queensway,44.242081,-79.472527,46,http://www.gotransit.com/publicroot/en/station/station.aspx?station=KESW,,
00104,Metro Rd At Raines St,44.271915,-79.497559,47,http://www.gotransit.com/publicroot/en/station/station.aspx?station=ROCH,,
00105,Metro Rd At Raines St,44.272053,-79.497780,47,http://www.gotransit.com/publicroot/en/station/station.aspx?station=ROCH,,
00106,Metro Rd At Woodbine Ave,44.301487,-79.466209,47,http://www.gotransit.com/publicroot/en/station/station.aspx?station=IGRV,,
00107,Metro Rd At Woodbine Ave,44.302063,-79.465508,47,http://www.gotransit.com/publicroot/en/station/station.aspx?station=IGRV,,
00108,Metro Rd At Dalton Rd,44.321213,-79.370750,48,http://www.gotransit.com/publicroot/en/station/station.aspx?station=JACK,,
00109,Metro Rd At Dalton Rd,44.321373,-79.370659,48,http://www.gotransit.com/publicroot/en/station/station.aspx?station=JACK,,
00110,High St At Burke St,44.299942,-79.352699,48,http://www.gotransit.com/publicroot/en/station/station.aspx?station=SUTN,,
00111,High St At Burke St,44.299744,-79.352768,48,http://www.gotransit.com/publicroot/en/station/station.aspx?station=SUTN,,
00112,Pefferlaw Rd At Station Rd,44.314228,-79.201607,49,http://www.gotransit.com/publicroot/en/station/station.aspx?station=PFRD,,
00113,Pefferlaw Rd At Pineview Crt,44.314461,-79.201691,49,http://www.gotransit.com/publicroot/en/station/station.aspx?station=PFRD,,
00115,Hwy 47 At Front St,44.037521,-79.195633,75,http://www.gotransit.com/publicroot/en/station/station.aspx?station=GDWD,,
00116,Hwy 47 At Front St,44.036903,-79.196480,75,http://www.gotransit.com/publicroot/en/station/station.aspx?station=GDWD,,
00117,Main St At Edward St,43.970684,-79.250183,74,http://www.gotransit.com/publicroot/en/station/station.aspx?station=SVGO,,
00118,Main St At Albert St,43.970406,-79.250748,74,http://www.gotransit.com/publicroot/en/station/station.aspx?station=SVGO,,
00121,Mount Joy GO Station At Bur Oak Ave,43.899918,-79.263298,73,http://www.gotransit.com/publicroot/en/station/station.aspx?station=MJGO,,
00122,Markham GO Station At Main St,43.882538,-79.261902,72,http://www.gotransit.com/publicroot/en/station/station.aspx?station=MKGO,,
00123,Markham GO Station At Main St,43.882824,-79.261841,72,http://www.gotransit.com/publicroot/en/station/station.aspx?station=MKGO,,
00124,Centennial GO Station At Bullock Dr,43.872066,-79.288155,72,http://www.gotransit.com/publicroot/en/station/station.aspx?station=CEGO,,
00125,Centennial GO Station At Bullock Dr,43.871601,-79.288315,72,http://www.gotransit.com/publicroot/en/station/station.aspx?station=CEGO,,
00126,Bullock Dr At Austin Dr,43.867603,-79.293037,71,http://www.gotransit.com/publicroot/en/station/station.aspx?station=MKMA,,
00127,Bullock Dr At Austin Dr,43.867325,-79.292511,71,http://www.gotransit.com/publicroot/en/station/station.aspx?station=MKMA,,
00128,Unionville GO Station At Station Roadway,43.852020,-79.313286,71,http://www.gotransit.com/publicroot/en/station/station.aspx?station=UVGO,,
00129,Meadowvale GO Station At Aquitaine Ave,43.597298,-79.754105,22,http://www.gotransit.com/publicroot/en/station/station.aspx?station=MDGO,,
00130,Langstaff Rd At Yonge St,43.832588,-79.427254,60,http://www.gotransit.com/publicroot/en/station/station.aspx?station=L407,,
00131,Langstaff Rd At Yonge St,43.832699,-79.427536,60,http://www.gotransit.com/publicroot/en/station/station.aspx?station=L407,,
00132,Square One GO Bus Terminal At Station,43.594555,-79.647598,20,http://www.gotransit.com/publicroot/en/station/station.aspx?station=S1TM,,
00133,Square One GO Bus Terminal At Station,43.594627,-79.647560,20,http://www.gotransit.com/publicroot/en/station/station.aspx?station=S1TM,,
00136,Trafalgar Rd At Upper Middle Rd,43.475430,-79.702805,13,http://www.gotransit.com/publicroot/en/station/station.aspx?station=XXXX,,
00137,Oakville GO Station At Cross Ave,43.455673,-79.682816,13,http://www.gotransit.com/publicroot/en/station/station.aspx?station=OKGO,,
00138,Hwy 407 At Bronte Rd,43.445728,-79.791870,14,http://www.gotransit.com/publicroot/en/station/station.aspx?station=B7CL,,
00139,Hwy 407 At Dundas St,43.389194,-79.828690,16,http://www.gotransit.com/publicroot/en/station/station.aspx?station=D7CL,,
00141,Hamilton GO Centre At Hunter St,43.252922,-79.868965,18,http://www.gotransit.com/publicroot/en/station/station.aspx?station=HMGO,,
00142,Scarborough Town Centre At Borough Dr,43.774918,-79.256004,07,http://www.gotransit.com/publicroot/en/station/station.aspx?station=SCAR,,
00144,University of Toronto Scarborough,43.785145,-79.185936,89,http://www.gotransit.com/publicroot/en/station/station.aspx?station=SCCO,,
00145,Hwy 2 At Liverpool Rd,43.834705,-79.091660,91,http://www.gotransit.com/publicroot/en/station/station.aspx?station=H2LP,,
00146,Hwy 2 At Liverpool Rd,43.834568,-79.092194,91,http://www.gotransit.com/publicroot/en/station/station.aspx?station=H2LP,,
00147,Pickering GO Station Bus Loop At Bayly,43.830433,-79.084366,91,http://www.gotransit.com/publicroot/en/station/station.aspx?station=PKGO,,
00148,Streetsville GO Station At Thomas St,43.576767,-79.711990,21,http://www.gotransit.com/publicroot/en/station/station.aspx?station=STGO,,
00149,Hwy 407 At Brock Rd,43.915051,-79.102852,86,http://www.gotransit.com/publicroot/en/station/station.aspx?station=BROU,,
00150,Hwy 7 At Westney Rd,43.932999,-79.068916,87,http://www.gotransit.com/publicroot/en/station/station.aspx?station=GREE,,
00151,Hwy 7 At Westney Rd,43.933804,-79.067360,87,http://www.gotransit.com/publicroot/en/station/station.aspx?station=GREE,,
00153,Durham College/UOIT At Commencement Dr,43.943359,-78.894966,88,http://www.gotransit.com/publicroot/en/station/station.aspx?station=DURC,,
00154,Oshawa Bus Terminal At Bond St,43.897743,-78.865608,94,http://www.gotransit.com/publicroot/en/station/station.aspx?station=OSHW,,
00155,Waverly Rd At Baseline Rd W,43.897579,-78.690590,96,http://www.gotransit.com/publicroot/en/station/station.aspx?station=WVBL,,
00156,Waverly Rd At Baseline Rd W,43.897926,-78.691177,96,http://www.gotransit.com/publicroot/en/station/station.aspx?station=WVBL,,
00157,King St At Liberty St,43.910706,-78.680618,96,http://www.gotransit.com/publicroot/en/station/station.aspx?station=KILB,,
00158,King St At Liberty St,43.910370,-78.681053,96,http://www.gotransit.com/publicroot/en/station/station.aspx?station=KILB,,
00159,Oshawa GO Station At Bloor St W,43.871040,-78.885544,94,http://www.gotransit.com/publicroot/en/station/station.aspx?station=OSGO,,
00161,Ajax GO Station At Westney Rd,43.846416,-79.041512,92,http://www.gotransit.com/publicroot/en/station/station.aspx?station=AJGO,,
00162,Harwood Plaza At Kings Cres,43.848915,-79.020935,92,http://www.gotransit.com/publicroot/en/station/station.aspx?station=HRWD,,
00163,Stevenson Rd At Cartier Ave,43.889709,-78.881767,94,http://www.gotransit.com/publicroot/en/station/station.aspx?station=OSCM,,
00164,Stevenson Rd At Cartier Ave,43.890339,-78.882370,94,http://www.gotransit.com/publicroot/en/station/station.aspx?station=OSCM,,
00165,King St At Centre St,43.896824,-78.866364,94,http://www.gotransit.com/publicroot/en/station/station.aspx?station=KICT,,
00166,Bond St At Centre St,43.898056,-78.865974,94,http://www.gotransit.com/publicroot/en/station/station.aspx?station=BDCN,,
00167,King St At Courtice Rd,43.912010,-78.777634,95,http://www.gotransit.com/publicroot/en/station/station.aspx?station=CRTC,,
00168,King St At Courtice Rd,43.911549,-78.779381,95,http://www.gotransit.com/publicroot/en/station/station.aspx?station=CRTC,,
00170,Kingston Rd At Port Union Rd,43.799152,-79.145546,90,http://www.gotransit.com/publicroot/en/station/station.aspx?station=PUNN,,
00171,Kingston Rd At Port Union Rd,43.799553,-79.145699,90,http://www.gotransit.com/publicroot/en/station/station.aspx?station=PUNN,,
00173,Dundas St At Brock St,43.879650,-78.942719,93,http://www.gotransit.com/publicroot/en/station/station.aspx?station=DUBR,,
00174,Dundas St At Brock St,43.880089,-78.941635,93,http://www.gotransit.com/publicroot/en/station/station.aspx?station=DUBR,,
00175,Simcoe St At Bloor St,43.880665,-78.856064,94,http://www.gotransit.com/publicroot/en/station/station.aspx?station=SIMB,,
00176,Simcoe St At Bloor St,43.880924,-78.855865,94,http://www.gotransit.com/publicroot/en/station/station.aspx?station=SIMB,,
00177,Burlington GO Station At Fairview St,43.340397,-79.808945,16,http://www.gotransit.com/publicroot/en/station/station.aspx?station=BUGO,,
00178,King St At Dundurn St N,43.262264,-79.887581,18,http://www.gotransit.com/publicroot/en/station/station.aspx?station=DUND,,
00179,Main St At Longwood Rd S,43.259163,-79.901375,18,http://www.gotransit.com/publicroot/en/station/station.aspx?station=MAIN,,
00180,Aldershot GO Station At Waterdown Rd,43.312183,-79.857315,17,http://www.gotransit.com/publicroot/en/station/station.aspx?station=ALGO,,
00181,Clarkson GO Station At Southdown Rd,43.512543,-79.633766,12,http://www.gotransit.com/publicroot/en/station/station.aspx?station=CLGO,,
00182,Port Credit GO Station At Park St,43.555759,-79.586967,11,http://www.gotransit.com/publicroot/en/station/station.aspx?station=PCGO,,
00183,Eglinton Ave At Metcalfe Ave,43.556156,-79.709503,21,http://www.gotransit.com/publicroot/en/station/station.aspx?station=ERML,,
00184,Eglinton Ave At Metcalfe Ave,43.556675,-79.709297,21,http://www.gotransit.com/publicroot/en/station/station.aspx?station=ERML,,
00187,Dixie Go Station At Dixie Rd,43.608021,-79.578369,11,http://www.gotransit.com/publicroot/en/station/station.aspx?station=DXGO,,
00188,Cooksville GO Station At Hillcrest Ave,43.582024,-79.623772,11,http://www.gotransit.com/publicroot/en/station/station.aspx?station=CKGO,,
00189,Erindale GO Station At Rathburn Rd,43.567326,-79.668350,12,http://www.gotransit.com/publicroot/en/station/station.aspx?station=ERGO,,
00190,Aquitaine Ave At Formentera Ave,43.584251,-79.761772,22,http://www.gotransit.com/publicroot/en/station/station.aspx?station=MDTC,,
00191,Aquitaine Ave At Formentera Ave,43.584751,-79.760681,22,http://www.gotransit.com/publicroot/en/station/station.aspx?station=MDTC,,
00192,Derry Rd At Winston Churchill Blvd,43.588524,-79.770477,22,http://www.gotransit.com/publicroot/en/station/station.aspx?station=WNCH,,
00193,Derry Rd At Winston Churchill Blvd,43.588642,-79.770775,22,http://www.gotransit.com/publicroot/en/station/station.aspx?station=WNCH,,
00194,Milton GO Station At Main St E,43.524380,-79.866577,24,http://www.gotransit.com/publicroot/en/station/station.aspx?station=MNGO,,
00195,Martin St At Main St,43.514011,-79.883301,24,http://www.gotransit.com/publicroot/en/station/station.aspx?station=MLTN,,
00196,Erin Mills Pkwy At Turner Valley Rd,43.597103,-79.739029,22,http://www.gotransit.com/publicroot/en/station/station.aspx?station=ERIN,,
00197,Erin Mills Pkwy At Mississauga Rd,43.598354,-79.738785,22,http://www.gotransit.com/publicroot/en/station/station.aspx?station=ERIN,,
00200,Syntex Crt At Financial Dr,43.609840,-79.747635,22,http://www.gotransit.com/publicroot/en/station/station.aspx?station=SYFI,,
00201,University Of Guelph At South Ring,43.529621,-80.225800,39,http://www.gotransit.com/publicroot/en/station/station.aspx?station=GUNI,,
00203,Alma St At Inkerman St,43.616863,-80.146454,38,http://www.gotransit.com/publicroot/en/station/station.aspx?station=RKWD,,
00204,Alma St At Inkerman St,43.616898,-80.146210,38,http://www.gotransit.com/publicroot/en/station/station.aspx?station=RKWD,,
00205,Hwy 7 At Mill St,43.630028,-80.042160,37,http://www.gotransit.com/publicroot/en/station/station.aspx?station=ACTN,,
00206,Main St At St.Alban Dr,43.630520,-80.042557,37,http://www.gotransit.com/publicroot/en/station/station.aspx?station=ACTN,,
00207,Main St At Cross St,43.650616,-79.927490,35,http://www.gotransit.com/publicroot/en/station/station.aspx?station=GTWN,,
00208,Main At James St,43.650433,-79.927528,35,http://www.gotransit.com/publicroot/en/station/station.aspx?station=GTWN,,
00209,Georgetown GO Station At Queen St,43.655556,-79.918259,35,http://www.gotransit.com/publicroot/en/station/station.aspx?station=GEGO,,
00210,Georgetown Market At Guelph St,43.649948,-79.898430,35,http://www.gotransit.com/publicroot/en/station/station.aspx?station=GMKT,,
00211,Guelph St At Alcott Dr,43.650085,-79.897675,35,http://www.gotransit.com/publicroot/en/station/station.aspx?station=GMKT,,
00212,Hwy 7 At King St,43.646420,-79.860893,35,http://www.gotransit.com/publicroot/en/station/station.aspx?station=NORV,,
00213,Hwy 7 At King St,43.646641,-79.860474,35,http://www.gotransit.com/publicroot/en/station/station.aspx?station=NORV,,
00214,Bovaird Dr At Mississauga Rd,43.665844,-79.830719,34,http://www.gotransit.com/publicroot/en/station/station.aspx?station=MIBO,,
00215,Bovaird Dr At Mississauga Rd,43.666096,-79.830673,34,http://www.gotransit.com/publicroot/en/station/station.aspx?station=MIBO,,
00216,Bovaird Dr At Chinguacousy Rd,43.686825,-79.807564,33,http://www.gotransit.com/publicroot/en/station/station.aspx?station=CHIN,,
00217,Bovaird Dr At Chinguacousy Rd,43.685959,-79.808998,33,http://www.gotransit.com/publicroot/en/station/station.aspx?station=CHIN,,
00218,Bovaird Dr At Gillingham Dr,43.702835,-79.789764,33,http://www.gotransit.com/publicroot/en/station/station.aspx?station=10BO,,
00219,Bovaird Dr At Hurontario St,43.706608,-79.786346,33,http://www.gotransit.com/publicroot/en/station/station.aspx?station=10BO,,
00221,Brampton Bus Terminal At Queen St,43.686771,-79.762703,33,http://www.gotransit.com/publicroot/en/station/station.aspx?station=BRPT,,
00222,Shoppers World At Main St,43.667408,-79.734947,33,http://www.gotransit.com/publicroot/en/station/station.aspx?station=SHOP,,
00223,Shoppers World At Main St,43.667568,-79.735825,33,http://www.gotransit.com/publicroot/en/station/station.aspx?station=SHOP,,
00225,Bramalea Transit Terminal,43.718552,-79.720512,32,http://www.gotransit.com/publicroot/en/station/station.aspx?station=BLTT,,
00226,Steeles Ave At Rutherford Rd,43.679821,-79.717812,33,http://www.gotransit.com/publicroot/en/station/station.aspx?station=STET,,
00227,Steeles Ave At Rutherford Rd,43.679863,-79.718307,33,http://www.gotransit.com/publicroot/en/station/station.aspx?station=STET,,
00228,Malton GO Station At Derry Rd,43.705246,-79.638359,31,http://www.gotransit.com/publicroot/en/station/station.aspx?station=MTGO,,
00231,Trinity Common Mall At Great Lakes Dr,43.731453,-79.762909,32,http://www.gotransit.com/publicroot/en/station/station.aspx?station=TRCM,,
00232,Trinity Common Mall At Great Lakes Dr,43.731606,-79.763046,32,http://www.gotransit.com/publicroot/en/station/station.aspx?station=TRCM,,
00235,Airport Rd At Hull St,43.704281,-79.643478,31,http://www.gotransit.com/publicroot/en/station/station.aspx?station=MALT,,
00236,Airport Rd At Hull St,43.704212,-79.642914,31,http://www.gotransit.com/publicroot/en/station/station.aspx?station=MALT,,
00237,Queen St At Dixie Rd,43.714294,-79.729027,32,http://www.gotransit.com/publicroot/en/station/station.aspx?station=XXXX,,
00238,Queen St At Dixie Rd,43.715382,-79.727119,32,http://www.gotransit.com/publicroot/en/station/station.aspx?station=XXXX,,
00239,Dixon Rd At Martin Grove Rd,43.691795,-79.571175,04,http://www.gotransit.com/publicroot/en/station/station.aspx?station=DIXN,,
00240,Dixon Rd At Martin Grove Rd,43.691357,-79.571266,04,http://www.gotransit.com/publicroot/en/station/station.aspx?station=DIXN,,
00241,Finch Ave At Longo Circle,43.733452,-79.633331,31,http://www.gotransit.com/publicroot/en/station/station.aspx?station=DRCL,,
00242,Finch Ave At Darcel Ave,43.733509,-79.634300,31,http://www.gotransit.com/publicroot/en/station/station.aspx?station=DRCL,,
00243,Humber College At Pine Ln,43.730469,-79.606232,04,http://www.gotransit.com/publicroot/en/station/station.aspx?station=HUMB,,
00244,Humber College At Pine Ln,43.730759,-79.606461,04,http://www.gotransit.com/publicroot/en/station/station.aspx?station=HUMB,,
00245,Hwy 27 At Humber College Blvd,43.730999,-79.601929,04,http://www.gotransit.com/publicroot/en/station/station.aspx?station=27HU,,
00246,Hwy 27 At Humber College Blvd,43.730309,-79.601273,04,http://www.gotransit.com/publicroot/en/station/station.aspx?station=27HU,,
00247,Hwy 27 At Rexdale Blvd,43.717819,-79.596138,04,http://www.gotransit.com/publicroot/en/station/station.aspx?station=27RX,,
00248,Hwy 27 At Rexdale Blvd,43.716900,-79.595230,04,http://www.gotransit.com/publicroot/en/station/station.aspx?station=27RX,,
00249,Hurontario St At Mayfield Rd,43.733414,-79.824409,33,http://www.gotransit.com/publicroot/en/station/station.aspx?station=SNEL,,
00250,Hurontario St At Mayfield Rd,43.733929,-79.825508,33,http://www.gotransit.com/publicroot/en/station/station.aspx?station=SNEL,,
00251,Hwy 10 At King St,43.773418,-79.878036,41,http://www.gotransit.com/publicroot/en/station/station.aspx?station=VICT,,
00252,Hwy 10 At King St,43.773495,-79.878662,41,http://www.gotransit.com/publicroot/en/station/station.aspx?station=VICT,,
00253,Hwy 10 At Charleston Side Rd,43.860172,-79.995476,42,http://www.gotransit.com/publicroot/en/station/station.aspx?station=CLDN,,
00254,Hwy 10 At Charleston Side Rd,43.860275,-79.996170,42,http://www.gotransit.com/publicroot/en/station/station.aspx?station=CLDN,,
00255,Broadway At Hwy 10,43.921978,-80.082726,43,http://www.gotransit.com/publicroot/en/station/station.aspx?station=OR10,,
00256,Etobicoke North Station At Belfield Rd,43.706024,-79.565063,04,http://www.gotransit.com/publicroot/en/station/station.aspx?station=ETGO,,
00257,Orangeville Mall At Hansen Blvd,43.930336,-80.102257,43,http://www.gotransit.com/publicroot/en/station/station.aspx?station=ORMA,,
00258,Broadway At Blind Line,43.915550,-80.113838,43,http://www.gotransit.com/publicroot/en/station/station.aspx?station=ORBL,,
00259,Broadway At Hwy 10,43.921844,-80.083000,43,http://www.gotransit.com/publicroot/en/station/station.aspx?station=OR10,,
00260,Rutherford Rd At Vaughan Mills Rd,43.813213,-79.616760,56,http://www.gotransit.com/publicroot/en/station/station.aspx?station=WOOD,,
00261,Rutherford Rd At Vaughan Mills Rd,43.813545,-79.616028,56,http://www.gotransit.com/publicroot/en/station/station.aspx?station=WOOD,,
00262,Islington Ave At Nashville Rd,43.844429,-79.628738,56,http://www.gotransit.com/publicroot/en/station/station.aspx?station=KLEI,,
00263,Appleby GO Station At Fairview St,43.379162,-79.759941,15,http://www.gotransit.com/publicroot/en/station/station.aspx?station=APGO,,
00264,Bronte GO Station At Wyecroft Rd,43.416393,-79.723900,14,http://www.gotransit.com/publicroot/en/station/station.aspx?station=BTGO,,
00267,Islington Ave At Nashville Rd,43.844292,-79.629143,56,http://www.gotransit.com/publicroot/en/station/station.aspx?station=KLEI,,
